Date,Price,Open,High,Low,Change
2016-11-24,1.0554,1.0554,1.0587,1.0517,-0.05%
2016-11-23,1.0559,1.063,1.0647,1.0527,-0.63%
2016-11-22,1.0626,1.0627,1.066,1.0583,-0.04%
2016-11-21,1.063,1.0583,1.0652,1.0578,0.40%
2016-11-18,1.0588,1.0625,1.0645,1.057,-0.36%
2016-11-17,1.0626,1.069,1.0746,1.0617,-0.60%
2016-11-16,1.069,1.0724,1.0763,1.0668,-0.29%
2016-11-15,1.0721,1.0736,1.0817,1.0712,-0.15%
2016-11-14,1.0737,1.085,1.0852,1.0709,-1.10%
2016-11-11,1.0856,1.0897,1.0929,1.0833,-0.34%
2016-11-10,1.0893,1.0911,1.0958,1.0866,-0.16%
2016-11-09,1.091,1.1023,1.13,1.0902,-1.05%
2016-11-08,1.1026,1.1042,1.107,1.1008,-0.13%
2016-11-07,1.104,1.1137,1.1139,1.1029,-0.88%
2016-11-04,1.1138,1.1105,1.1146,1.108,0.30%
2016-11-03,1.1105,1.1099,1.1128,1.1059,0.07%
2016-11-02,1.1097,1.1056,1.1125,1.1051,0.37%
2016-11-01,1.1056,1.0981,1.1072,1.0958,0.68%
2016-10-31,1.0981,1.0986,1.0994,1.0936,-0.05%
2016-10-28,1.0987,1.0899,1.0995,1.0893,0.83%
2016-10-27,1.0897,1.0909,1.0945,1.0884,-0.11%
2016-10-26,1.0909,1.0889,1.0947,1.0872,0.19%
2016-10-25,1.0888,1.0882,1.0906,1.085,0.05%
2016-10-24,1.0883,1.0879,1.0903,1.0861,-0.01%
2016-10-21,1.0884,1.0929,1.0933,1.0859,-0.42%
2016-10-20,1.093,1.0974,1.1041,1.0916,-0.40%
2016-10-19,1.0974,1.098,1.1005,1.0955,-0.05%
2016-10-18,1.098,1.1,1.1029,1.097,-0.17%
2016-10-17,1.0999,1.0975,1.1011,1.0964,0.26%
2016-10-14,1.0971,1.1056,1.1062,1.0968,-0.78%
2016-10-13,1.1057,1.1004,1.1058,1.0982,0.45%
2016-10-12,1.1008,1.1053,1.1072,1.1003,-0.42%
2016-10-11,1.1054,1.1136,1.1144,1.1047,-0.75%
2016-10-10,1.1138,1.1196,1.1202,1.1128,-0.56%
2016-10-07,1.1201,1.1151,1.1207,1.1103,0.45%
2016-10-06,1.1151,1.1205,1.1214,1.1139,-0.48%
2016-10-05,1.1205,1.1205,1.1238,1.1191,0.01%
2016-10-04,1.1204,1.1211,1.124,1.1138,-0.06%
2016-10-03,1.1211,1.1235,1.1245,1.1205,-0.27%
